========================================================================
 Idle-RPG 100% 官方正版實機 AI 玩家 500 小時真實遊玩細節日誌 (.TXT Dump)
 生成時間: 2026/7/29 下午11:11:31
 時間加速倍率: 239,680x
 最終角色等級: Lv.11 (轉生 0)
 最終最高關卡: Stage 4
 最終面板 DPS: 0
========================================================================

[第1天 00:00:01] 🎮 [COMBAT] AI 玩家進入無限征途世界 -- 創建全新角色 Lv.1，穿著初始基礎裝備進入 Stage 1 關卡。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 00:00:05] ⚔️ [COMBAT] 揮刀發動第一波普通打怪戰鬥 -- 對 Stage 1 野外小怪進行持續打怪與經驗/金幣積攢。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.5 | 目前面板 DPS: 1,000 | 金幣總額: 589.43K | 【頂欄資源: 💰金幣:589.43K, 🧩裝備碎片:5,603, ✨魔塵:0, ✡️太古精華:3, 🌱魔神之種:0, 📜附魔書:0】
[第17天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 297.70M | 【頂欄資源: 💰金幣:297.70M, 🧩裝備碎片:2.13M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:24】
[第17天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 298.72M | 【頂欄資源: 💰金幣:298.72M, 🧩裝備碎片:2.14M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:24】
[第17天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 299.81M | 【頂欄資源: 💰金幣:299.81M, 🧩裝備碎片:2.15M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:25】
[第17天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 300.34M | 【頂欄資源: 💰金幣:300.34M, 🧩裝備碎片:2.15M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:25】
[第17天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 300.91M | 【頂欄資源: 💰金幣:300.91M, 🧩裝備碎片:2.16M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:25】
[第17天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 301.64M | 【頂欄資源: 💰金幣:301.64M, 🧩裝備碎片:2.16M, ✨魔塵:0, ✡️太古精華:106, 🌱魔神之種:0, 📜附魔書:25】
[第17天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 302.48M | 【頂欄資源: 💰金幣:302.48M, 🧩裝備碎片:2.17M, ✨魔塵:0, ✡️太古精華:107, 🌱魔神之種:0, 📜附魔書:25】
[第17天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 303.38M | 【頂欄資源: 💰金幣:303.38M, 🧩裝備碎片:2.17M, ✨魔塵:0, ✡️太古精華:107, 🌱魔神之種:0, 📜附魔書:26】
[第17天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 304.33M | 【頂欄資源: 💰金幣:304.33M, 🧩裝備碎片:2.18M, ✨魔塵:0, ✡️太古精華:107, 🌱魔神之種:0, 📜附魔書:26】
[第17天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 305.35M | 【頂欄資源: 💰金幣:305.35M, 🧩裝備碎片:2.18M, ✨魔塵:0, ✡️太古精華:107, 🌱魔神之種:0, 📜附魔書:26】
[第17天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 306.43M | 【頂欄資源: 💰金幣:306.43M, 🧩裝備碎片:2.19M, ✨魔塵:0, ✡️太古精華:108, 🌱魔神之種:0, 📜附魔書:26】
[第17天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 307.55M | 【頂欄資源: 💰金幣:307.55M, 🧩裝備碎片:2.19M, ✨魔塵:0, ✡️太古精華:108, 🌱魔神之種:0, 📜附魔書:26】
[第17天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 308.64M | 【頂欄資源: 💰金幣:308.64M, 🧩裝備碎片:2.20M, ✨魔塵:0, ✡️太古精華:108, 🌱魔神之種:0, 📜附魔書:26】
[第17天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 309.19M | 【頂欄資源: 💰金幣:309.19M, 🧩裝備碎片:2.20M, ✨魔塵:0, ✡️太古精華:108, 🌱魔神之種:0, 📜附魔書:26】
[第17天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 309.86M | 【頂欄資源: 💰金幣:309.86M, 🧩裝備碎片:2.21M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 310.60M | 【頂欄資源: 💰金幣:310.60M, 🧩裝備碎片:2.22M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 311.45M | 【頂欄資源: 💰金幣:311.45M, 🧩裝備碎片:2.22M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 312.42M | 【頂欄資源: 💰金幣:312.42M, 🧩裝備碎片:2.23M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 313.49M | 【頂欄資源: 💰金幣:313.49M, 🧩裝備碎片:2.23M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 314.25M | 【頂欄資源: 💰金幣:314.25M, 🧩裝備碎片:2.24M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 314.82M | 【頂欄資源: 💰金幣:314.82M, 🧩裝備碎片:2.24M, ✨魔塵:0, ✡️太古精華:109, 🌱魔神之種:0, 📜附魔書:26】
[第18天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 315.55M | 【頂欄資源: 💰金幣:315.55M, 🧩裝備碎片:2.25M, ✨魔塵:0, ✡️太古精華:110, 🌱魔神之種:0, 📜附魔書:26】
[第18天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 316.34M | 【頂欄資源: 💰金幣:316.34M, 🧩裝備碎片:2.25M, ✨魔塵:0, ✡️太古精華:110, 🌱魔神之種:0, 📜附魔書:26】
[第18天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 317.23M | 【頂欄資源: 💰金幣:317.23M, 🧩裝備碎片:2.26M, ✨魔塵:0, ✡️太古精華:111, 🌱魔神之種:0, 📜附魔書:26】
[第18天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 318.22M | 【頂欄資源: 💰金幣:318.22M, 🧩裝備碎片:2.26M, ✨魔塵:0, ✡️太古精華:111, 🌱魔神之種:0, 📜附魔書:27】
[第18天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 319.05M | 【頂欄資源: 💰金幣:319.05M, 🧩裝備碎片:2.27M, ✨魔塵:0, ✡️太古精華:111, 🌱魔神之種:0, 📜附魔書:27】
[第18天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 319.60M | 【頂欄資源: 💰金幣:319.60M, 🧩裝備碎片:2.28M, ✨魔塵:0, ✡️太古精華:111, 🌱魔神之種:0, 📜附魔書:27】
[第18天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 320.31M | 【頂欄資源: 💰金幣:320.31M, 🧩裝備碎片:2.28M, ✨魔塵:0, ✡️太古精華:112, 🌱魔神之種:0, 📜附魔書:27】
[第18天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 321.09M | 【頂欄資源: 💰金幣:321.09M, 🧩裝備碎片:2.29M, ✨魔塵:0, ✡️太古精華:113, 🌱魔神之種:0, 📜附魔書:27】
[第18天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 321.94M | 【頂欄資源: 💰金幣:321.94M, 🧩裝備碎片:2.29M, ✨魔塵:0, ✡️太古精華:113, 🌱魔神之種:0, 📜附魔書:27】
[第18天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 322.85M | 【頂欄資源: 💰金幣:322.85M, 🧩裝備碎片:2.30M, ✨魔塵:0, ✡️太古精華:113, 🌱魔神之種:0, 📜附魔書:27】
[第18天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 323.81M | 【頂欄資源: 💰金幣:323.81M, 🧩裝備碎片:2.30M, ✨魔塵:0, ✡️太古精華:113, 🌱魔神之種:0, 📜附魔書:28】
[第18天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 324.84M | 【頂欄資源: 💰金幣:324.84M, 🧩裝備碎片:2.31M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 325.92M | 【頂欄資源: 💰金幣:325.92M, 🧩裝備碎片:2.31M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 326.46M | 【頂欄資源: 💰金幣:326.46M, 🧩裝備碎片:2.32M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 327.05M | 【頂欄資源: 💰金幣:327.05M, 🧩裝備碎片:2.32M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 327.74M | 【頂欄資源: 💰金幣:327.74M, 🧩裝備碎片:2.33M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 328.52M | 【頂欄資源: 💰金幣:328.52M, 🧩裝備碎片:2.34M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第18天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 329.38M | 【頂欄資源: 💰金幣:329.38M, 🧩裝備碎片:2.34M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第19天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 330.32M | 【頂欄資源: 💰金幣:330.32M, 🧩裝備碎片:2.35M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第19天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 331.31M | 【頂欄資源: 💰金幣:331.31M, 🧩裝備碎片:2.35M, ✨魔塵:0, ✡️太古精華:114, 🌱魔神之種:0, 📜附魔書:28】
[第19天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 332.39M | 【頂欄資源: 💰金幣:332.39M, 🧩裝備碎片:2.36M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 333.47M | 【頂欄資源: 💰金幣:333.47M, 🧩裝備碎片:2.36M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 333.96M | 【頂欄資源: 💰金幣:333.96M, 🧩裝備碎片:2.37M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 334.50M | 【頂欄資源: 💰金幣:334.50M, 🧩裝備碎片:2.37M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 335.17M | 【頂欄資源: 💰金幣:335.17M, 🧩裝備碎片:2.38M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 335.96M | 【頂欄資源: 💰金幣:335.96M, 🧩裝備碎片:2.38M, ✨魔塵:0, ✡️太古精華:115, 🌱魔神之種:0, 📜附魔書:28】
[第19天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 336.84M | 【頂欄資源: 💰金幣:336.84M, 🧩裝備碎片:2.39M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:28】
[第19天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 337.85M | 【頂欄資源: 💰金幣:337.85M, 🧩裝備碎片:2.39M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 338.96M | 【頂欄資源: 💰金幣:338.96M, 🧩裝備碎片:2.40M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 340.02M | 【頂欄資源: 💰金幣:340.02M, 🧩裝備碎片:2.41M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 340.63M | 【頂欄資源: 💰金幣:340.63M, 🧩裝備碎片:2.41M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 341.36M | 【頂欄資源: 💰金幣:341.36M, 🧩裝備碎片:2.42M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 342.17M | 【頂欄資源: 💰金幣:342.17M, 🧩裝備碎片:2.42M, ✨魔塵:0, ✡️太古精華:116, 🌱魔神之種:0, 📜附魔書:29】
[第19天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 342.87M | 【頂欄資源: 💰金幣:342.87M, 🧩裝備碎片:2.43M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 343.41M | 【頂欄資源: 💰金幣:343.41M, 🧩裝備碎片:2.43M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 344.07M | 【頂欄資源: 💰金幣:344.07M, 🧩裝備碎片:2.44M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 344.81M | 【頂欄資源: 💰金幣:344.81M, 🧩裝備碎片:2.44M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 345.65M | 【頂欄資源: 💰金幣:345.65M, 🧩裝備碎片:2.45M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 346.54M | 【頂欄資源: 💰金幣:346.54M, 🧩裝備碎片:2.45M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 347.51M | 【頂欄資源: 💰金幣:347.51M, 🧩裝備碎片:2.46M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:29】
[第19天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 348.58M | 【頂欄資源: 💰金幣:348.58M, 🧩裝備碎片:2.47M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第19天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 349.74M | 【頂欄資源: 💰金幣:349.74M, 🧩裝備碎片:2.47M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 13 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 350.96M | 【頂欄資源: 💰金幣:350.96M, 🧩裝備碎片:2.48M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 14 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 352.29M | 【頂欄資源: 💰金幣:352.29M, 🧩裝備碎片:2.48M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 353.34M | 【頂欄資源: 💰金幣:353.34M, 🧩裝備碎片:2.49M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 354.14M | 【頂欄資源: 💰金幣:354.14M, 🧩裝備碎片:2.49M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 355.00M | 【頂欄資源: 💰金幣:355.00M, 🧩裝備碎片:2.50M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 355.49M | 【頂欄資源: 💰金幣:355.49M, 🧩裝備碎片:2.50M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 356.06M | 【頂欄資源: 💰金幣:356.06M, 🧩裝備碎片:2.51M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 356.75M | 【頂欄資源: 💰金幣:356.75M, 🧩裝備碎片:2.51M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 357.54M | 【頂欄資源: 💰金幣:357.54M, 🧩裝備碎片:2.52M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 358.41M | 【頂欄資源: 💰金幣:358.41M, 🧩裝備碎片:2.53M, ✨魔塵:0, ✡️太古精華:117, 🌱魔神之種:0, 📜附魔書:30】
[第20天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 359.39M | 【頂欄資源: 💰金幣:359.39M, 🧩裝備碎片:2.53M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
[第20天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 360.48M | 【頂欄資源: 💰金幣:360.48M, 🧩裝備碎片:2.54M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
[第20天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 12 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 361.64M | 【頂欄資源: 💰金幣:361.64M, 🧩裝備碎片:2.54M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
[第20天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 362.19M | 【頂欄資源: 💰金幣:362.19M, 🧩裝備碎片:2.55M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
[第20天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 362.85M | 【頂欄資源: 💰金幣:362.85M, 🧩裝備碎片:2.55M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
[第20天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.11 | 目前面板 DPS: 1,000 | 金幣總額: 363.60M | 【頂欄資源: 💰金幣:363.60M, 🧩裝備碎片:2.56M, ✨魔塵:0, ✡️太古精華:118, 🌱魔神之種:0, 📜附魔書:31】
